translated_comment,sentiment
"They do not want to interfere with God's purpose, nor do they want others to do what they want to do in God's service. Rather, they want to be guided by God's holy spirit.",neutral
Have you ever sold your umbrella?,neutral
"And the rest of the fruit of the tree shall be according to the word of the LORD, and according to his word which he shall choose.",sad
"The joy and satisfaction we have from helping others come to know Jehovah and his Son, Jesus Christ, ""the rewarder of those earnestly seeking him. "" - Hebrews 6: 10.",happy
I am a teacher in France.,happy
"A brother who served as an elder for more than 30 years said: ""I'm sorry that you didn't want to be one of Jehovah's Witnesses....",neutral
"This action is being declared to be ""the most important thing in the world. "" - U.S.A.",neutral
What a fine example for us to follow!,happy
"And the dust of the house, and the smoke of the city, and the smoke of the sword, and the smoke of the sword, and of the sword, and of the sword, and of the sword, and of the sword, and of the famine, and of the pestilence:",angry
No one has ever been able to find a foundation for a better future before it is too late.,sad
Why is this so dangerous?,angry
Now Is the Time for You?,fear
Most people work in America.,happy
"India is called ""Detigar"" by country.",happy
They're looking at you.,neutral
"And thou shalt put it upon thy left shoulder, and upon the left hand, and upon the left hand, and upon the left side, and upon the left.",angry
"A slave of his master, the master of his house, must be the master of his house.",sad
"(For fully formatted text, see publication)",happy
• In what ways can we show that we trust in Jehovah with all our heart? [ Picture on page 21],sad
The following article will discuss how you can use the Bible Teach book to start a Bible study with your children.,sad
The sword of his wrath is gone up out of the land of Edom.,angry
"However, there is no evidence that the Kingdom of God is a heavenly government in the hands of Jesus Christ, who said: ""This means everlasting life, their taking in knowledge of you, the only true God, and of the one whom you sent forth, Jesus Christ. "" - John 17: 3.",happy
Instant entry,sad
There are only one card left to open,neutral
And you're going to have a lot of friends on our own! It's a very big thing.,angry
"But this isn't so; it is written in the book of life, 'They will not enter into the king's house,' and, 'The time of the end.'""",angry
"Now that we have these things to do, let us work at the right hand of the Lord, for his name's sake.",angry
[ Map / Picture on page 26],neutral
"He was born about seven years later, but his father, Jacob, was only 30 years old.",angry
It is good to take time to read and study the Bible,happy
"Be wise, my son, and make my heart rejoice, that I may make a reply to him that is taunting me. "" - Proverbs 27: 11.",happy
List of villages in Rahata taluka,happy
What a joy it was to see my dear wife and children grow up to be baptized in symbol of their dedication to Jehovah God!,neutral
"Seeming the Good News of the Kingdom of God, published by the Watchtower Bible and Tract Society of New York, Inc.",happy
"Our work has been banned, and we have had the privilege of helping many more people to come to know Jehovah.",neutral
"List of villages in Maharashtra, Maharashtra, India.",neutral
The first is the last bus to take a look at the starry heavens. The second is made up of four stars,neutral
Have you ever been to India?,neutral
"I've already been appointed as a member of the Governing Body for about ten years. """,neutral
"And the Lord said, I will not come with power: for the work is done under the hand of God.",neutral
Your eyes can't see.,neutral
"God's name appears some 7,000 times in the Hebrew Scriptures alone.",happy
"If they are afraid of you, they are afraid of you.",sad
The responsibility of elders is to reach out for privileges in the congregation.,angry
"And the Spirit of the Lord was upon him; and he was taken away from him, and his wife, and his two sons with him.",sad
Do the leaders of the United States have their own way of thinking?,neutral
"It is not surprising, therefore, that the main purpose of honoring Jehovah is to promote unity and unity among his people",happy
"A woman's face is like that of a bird, whose name is dwell in the womb of a virgin.",angry
The Earth's Role on Earth,happy
Now it is better for a wife to dwell with her husband than for a wife to be in subjection to her husband.,angry
"And of the children of Elam, and of the children of Elam, and of the children of Tobiah, and of the strangers that came up with them out of the midst of the war,",neutral
They are no part of the world.,neutral
"This page contains information about the identity of the new organization. It contains information on the right side of the image, such as those on the right side of the image or on the right side of the image.",neutral
There Is a Time for Everything,happy
"And it shall come to pass, that we will not go up into the land of the Chaldeans; for we will not go up into the field, lest we perish.",angry
"As far as the mountains are head of the mountains, so are the ways of the LORD.",happy
"&lt; &lt; For the Chief Musician. A Psalm by the sons of Korah. &gt; &gt; &gt; Hear this, and do it.",happy
"It is estimated that in the United States, more than half a million people live on the planet's planet's surface.",angry
"In fact, the Greek word translated ""tore "" comes from a Greek word meaning"" to sow, "" and a·gaʹpe, meaning ""to reap, "" as used in the New World Translation.",sad
"And it came to pass, that, as soon as it was day, there arose a great war against the king and against his servants and against all the people of the land; and they came to kill him.",happy
"▪ In India, India's Supreme Court of Human Rights (MICS), ""CACACCATION, "" reports The Times of London, U.S.A., is the hope of"" a new world of peace and security. """,happy
""" Look! The tent of God is with mankind, and he will reside with them, and they will be his peoples....",angry
What a contrast there is between man and beast!,angry
"It is not the case in the United States, but it is still the world's second - largest country.",angry
"The fact that we are living in ""the conclusion of the system of things "" indicates that we are living in"" the conclusion of the system of things. "" - Matthew 24: 3; 2 Timothy 3: 1 - 5.",angry
"The United States is the world's second largest country in the world, and the world's largest island is the world's second - largest and most prosperous country.",fear
"We firmly believe that it is God's will that ""all sorts of men should be saved and come to an accurate knowledge of truth. """,sad
"The time is coming when no resident will say: ""This is the way. Walk in it, you people, ' in case you people should go to the right or in case you should go to the left. """,neutral
The population is coming to the end of the world! The population is coming to the end of the world.,happy
Most of the world's population live at high level.,happy
"There is no bird as the birds of the sky, but the birds of the sky are the birds of the sky.",angry
""" This is a very beautiful song.""",happy
"The next time you are in your assignment, take your child for granted.",sad
"(For fully formatted text, see publication)",neutral
"You Are the Best Way of Life! WHEN you were born, you were the first to be a part of the human family.",angry
"Among other things, she discovered that she had been in the full - time service for more than 30 years.",sad
"And it shall come to pass, that the blood of thy sons and of thy daughters shall be shed upon the earth; and the blood of thy sons and of thy daughters shall be shed upon the earth.",sad
This box was taken off by plane.,neutral
It is not always easy to be honest and honest,sad
"Marriage is a gift from Jehovah, and it is not only a gift but also a gift from him.",neutral
Your names are in the list.,neutral
"Two years later, I was appointed to serve as a circuit overseer and then to the branch office of Jehovah's Witnesses in New York.",neutral
Do you know how to speak Italian or Italian?,angry
"And all the cities of Judah, and all the kings of the earth, and all the people that were with him, and all the people that were with him, and the mighty men that were with him, and all the people that were with him, and all the people that were with him, and the people that were with him, and all the people that were with him,",neutral
"It is said that in the first century C.E., ""the world's spirit was upon him, and he started to study the Bible with Jehovah's Witnesses. """,angry
OK,neutral
"According to the magazine New Scientist, ""the cause of this disease is "" the most common cause of death in the world. ' """,neutral
"In the late 19th century, the United States and the United States, the United States, and the United States, were then part of the Roman Empire.",angry
Why didn't the religious leaders not accept the good news?,angry
We are confident that Jehovah will continue to provide whatever we need in order to care for our material needs.,happy
The police arrested the police!,happy
New passwords!,neutral
Happy birthday!,happy
"At the age of 17, I was baptized as one of Jehovah's Witnesses.",sad
Don't get so angry.,neutral
A Visit to a New York City,happy
Baal is a name to the living God,neutral
Do you know how to play the piano?,angry
Thank you very much for this article.,happy
"The article stated that ""the sword of the spirit, "" or"" the spirit of the world, "" is ""the spirit of the world. """,happy
It is not surprising that many people believe that the Bible's moral standards are based solely on the Bible's standards of right and wrong,neutral
Many are convinced that the end of this wicked system of things is near.,angry
With fellow workers in our congregation,happy
"In addition to working long hours at work, he works long hours at work and often spends more time on his job than on his job.",sad
The woman who is a virgin is a prostitute.,happy
It is a pleasure to be in God's new world.,neutral
"If you are hurt by something your spouse has done, do not hesitate to apologize.",neutral
Why the Messiah Was Like Phinehas?,happy
"Woe unto thee, O daughter of Zion! for out of the dust of the earth, thou shalt be like unto a burning fire: for out of the midst of thee shall come forth a sharp sword.",happy
"Why, then, did the church authorities persecute Jehovah's Witnesses?",neutral
"But the riches of the world, and the love of riches, are not of the world, but of the world.",neutral
Have you brought your own as an ass?,angry
[ Picture on page 25],happy
Would you be willing to go?,neutral
Read what the Bible says!,neutral
He wasn't using a tire. He wasn't using a tire.,angry
You don't even know what you're saying.,happy
Where is the capital of France?,neutral
When did this happen?,happy
"I was born in New York City, U.S.A.",happy
The first letter of the first chapter of the Bible book of Second Samuel contains a list of counsel on how to deal with problems and how to deal with problems,angry
A baby's brain has a face similar to that of a mother,happy
Welcome to the Kingdom Hall of the Watch Tower Bible and Tract Society of Pennsylvania,happy
"After a while, we were on our way to the nearest town of São Paulo, where there was a great need for pioneers.",angry
""" It's a very dangerous city, but it's a very dangerous city. """,fear
"It's not easy to drive a car, but it's easy to drive.",happy
"Where are we going? Well, let's find out where we are going. Let's find out where we are going. Let's find out where we are going.",fear
"The rest of the work of the tabernacle, the priests, and the Levites, were after the work of the tabernacle of the congregation.",happy
The world is full of people's pride.,neutral
[ Picture Credit Line on page 2],happy
Young men and women in front of the house in order to have a share in the house - to - house ministry,neutral
"Among other things, this was the attitude of the early Christians toward the preaching work.",happy
The religion of religion and religion is divided into two parts.,sad
"During the second world war, there were only one million Witnesses in all of Jehovah's Witnesses in the country.",fear
"The account says: ""They began to eat and to drink at the table. """,sad
"The sea is wet by the sea, and we are spread over all the surface of the sea.",happy
"What happened to our first - century brothers in our day, and how should we react to such opposition?",angry
"In some cases, it is common to take a little meat or to drink at least once a day.",neutral
Why didn't this happen? Why didn't we just finish it?,neutral
You have enough money to buy it,neutral
The package will be installed.,fear
"Will you play the prostitute with me, or will you play the prostitute with me, or will you play the prostitute with me?",angry
This is really good news,neutral
Children's children can learn to use their own mobile phone. - Prov.,neutral
"For men will be lovers of themselves, lovers of money,... having no natural affection, not open to any agreement, slanderers, without self - control, fierce, without love of goodness, betrayers, headstrong, puffed up with pride, lovers of pleasures rather than lovers of God, having a form of godly devotion but proving false to its power. "" - 2 Timothy 3: 1 - 5.",happy
"yes, I leave behind my right hand to go to the right, to the left, to the right hand and to the left,",neutral
Unable to find a solution to these problems,neutral
Has it been possible for them to know the answers to their questions about the purpose of life?,neutral
You have a lot of friends in this country.,happy
"Neither shall there be among you any who hear the sound of a trumpet among you, saying, 'This is the city which is not called by our name.'",angry
Now let's say I'm going to talk to my parents about sex.,happy
Who was this article?,happy
There's nothing left to stop.,sad
"But what is the condition of the righteous one, and of the wicked one, what is the end of the wicked one?",sad
"A brother in Italy wrote: ""I am very grateful that my wife and I did our best to help our children learn the truth from the Bible.",sad
"So we're going to have something to eat, and we're going to have it.",neutral
A person who has a car may find it hard to do something that he is not willing to do.,angry
There's nothing more to write to you than to write.,neutral
"In the case of a bull, or as of a bull, or as of a bull, or as of a bull.",sad
You want to back your life,sad
"We are both friends, and we are both friends.",happy
You have come to the left? This is the first time you're sitting in the kitchen. Can you imagine the time to speak to your parents?,angry
It was then that I was baptized as one of Jehovah's Witnesses.,sad
Why didn't the police arrest the police?,angry
What is the view that money can buy?,neutral
"Behold, your house is in the midst of you: your father and your mother have mercy on me.",sad
Change %s in %s,happy
Try to keep the cards on and off the table,angry
Get some rest!,happy
"What you have, you know -- it's all right, but you know it's all right.",angry
Have you ever been reading the Bible for a long time? Do you have a reputation for being a teacher of God's Word and a teacher of God's Word?,angry
"Keep On Saying, ""Come! "" 18, 19. (a) How do we know that Jesus is now ruling as King of God's Kingdom?",happy
Newly arrived in New York City for a number of years,happy
"If I had lived at home, I would have gone away. I wouldn't have spent time in the hospital.",neutral
"How true the words of Proverbs 2: 20, 21: ""The insight of a man certainly slows down his anger, and it is beauty on his part to pass over transgression! """,neutral
The doors of thy gates are open; and the doors of thy gates are not shut.,sad
"Day of the week of the week, week of the week.",neutral
"Have you ever been asked, ""Do you feel that way? "" Do you feel that way?",neutral
Why should we be interested in the social and political affairs of this world?,sad
The news of the end of this system of things reached the ears of many people who heard the Kingdom message,happy
"Isn't that a good word? """,angry
"See the article ""The Bible Changes Lives "" in the October 2011 issue of Awake! published by Jehovah's Witnesses.",fear
Have you seen the wall?,neutral
The judgment of the World Health Organization is the beginning of a history of the history of the history of the history of the world.,sad
My brother's enemy came out against us to battle against us.,happy
The boy wants to talk about his computer.,angry
Be aware of the danger of falling into the trap of falling into the trap of falling into the trap of falling into the trap of falling into a trap,neutral
Is there anyone in the kitchen?,neutral
I don't know what to say,sad
"It's not long enough, but it's not enough.",sad
"If none of the six points in the box, then there is no one in the left",angry
I didn't understand what that meant.,neutral
The enemy has been thrown into prison for more than 20 years.,happy
"I was born on January 24, 1943, in New York City, U.S.A., when I was eight years old.",neutral
The world is passing away and is passing away. The world is passing away and so is its desire.,angry
"When I heard that, I wasn't listening.",sad
"With my husband's permission, we were able to move to the next congregation.",fear
The love of peace is a root of all sorts of injurious things.,sad
"Woe to you, scribes and Pharisees, hypocrites! For out of the midst of you comes forth the wheat out of the field, and out of the midst of the thorns.",fear
Long live India's inhabitants!,happy
"(For fully formatted text, see publication)",neutral
Our heavenly Father can give us the strength to cope with our problems,happy
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,angry
"And it came to pass, when he had made an end of speaking, that he said unto his sons, I will not go up to my son's house:",angry
Friends Who Make Peace With Others,neutral
They were sent to prison for their faith. They were sent to prison for refusing to take up arms.,neutral
Some people in the camp have been killed by the police!,happy
There's nothing wrong with saying.,angry
Ye shall not give his daughter unto his son; for he hath no son.,neutral
It is said that it is a popular sight for Earth's inhabitants to see the end of the day,angry
Is the god of the gods a god or a god?,happy
[ Picture Credit Line on page 2] COVER: Preaching the good news of God's Kingdom,neutral
"At first, there was no answer, but I didn't tell them what to do.",sad
"The World Health Organization defines the world's hate as ""the desire of the flesh and the desire of the eyes and the showy display of one's means of life. """,sad
A Visit to a New York City,happy
This was the first time I had my own Bible study with Jehovah's Witnesses.,happy
""" I want to be like someone who is in want of heart, "" she says, ""but I want to be like him. """,fear
There's nothing to do,angry
"And it came to pass at the end of the year, that the city was struck with the slaughter, and the men of the city were troubled with the sword.",sad
What a joy to be able to share in the ministry!,happy
"If you don't have enough money to buy a house, you'll have to make sure that you don't have enough money to buy it!",angry
"It will crush and put an end to all these kingdoms, and it itself will stand to times indefinite.",neutral
"By the time the earth was created, the earth had become filled with violence, and the earth had become filled with violence.",neutral
"Shemaiah the son of Shemaiah, the son of Shemaiah,",neutral
"As per 2011 census, population of village is seven years old. Men and women are in subjection to their husbands.",happy
"The men of Bethlehem, one hundred twenty-three.",neutral
"During the 1950 ' s, a group of Jehovah's Witnesses came to our home to study the Bible with Jehovah's Witnesses",happy
The power of the song was heard on the part of the audience,sad
"He did not want to lose God's favor, and he did not allow that to happen to him. Rather, he allowed himself to be guided by God's spirit.",happy
"Behold, I have given you a sign.",angry
"And when he had made an end of speaking unto the people, he was called unto the chief priests,",angry
"In the United States, there is a growing number of languages, but the language of the country is not the only language spoken.",angry
But why did we forget to ask ourselves if we would like to serve where the need for Kingdom preachers was greater?,neutral
The current letter of the Governing Body of Jehovah's Witnesses is being read from Right to left,neutral
What will be considered in the next article? The second article will discuss some of the things that have been accomplished by Jehovah's Witnesses.,sad
I never bite you.,neutral
Is there any hope for those who have lost their lives in death?,neutral
And these are the families of the children of Dan according to their families: and they that were numbered of them were forty and five thousand and five hundred.,happy
"Warning: This program is currently installed in the hope that it will be useful, but it will be useful, but it will be useful, but it will be useful, but will be useful, but will be useful, but it will be useful, but it will be useful.",happy
"Thou shalt also be clothed with sackcloth, thou shalt be clothed with sackcloth.",angry
This language is not like a language. It's a language that's hard to understand.,angry
"The apostle Paul wrote: ""Do not be anxious over anything, but in everything by prayer and supplication along with thanksgiving let your petitions be made known to God; and the peace of God that excels all thought will guard your hearts and your mental powers by means of Christ Jesus. "" - Philippians 4: 6, 7.",sad
HELP FOR THE FAMILY  YOUNG PEOPLE,neutral
"The whole city is full of horses and war chariots. The city is full of horses, but the people are few in number.",sad
What you're doing is like that.,angry
"They are ""no part of the world, just as I am no part of the world. """,sad
No right option should be given.,angry
"As a young man, he had a strong desire to learn about Jehovah and his Son",angry
"When the woman heard of it, she opened the door. The door was opened, and the door was shut.",happy
The government of America wants to change its view of right and wrong,angry
And there shall be great famine in the land of Egypt: there shall be famine in the land; and there shall be famine in the land.,sad
Why do they do it?,angry
"And if there be any blemish in the skin, then is there no blemish in the flesh: but if one eat of his own flesh, it is a sin.",angry
[ Map on page 25],angry
I will tell the truth when he comes.,sad
You didn't write anything.,sad
The Memorial of Christ's death is held at the Memorial of Christ's death,happy
My friend Robert G.,neutral
"They will not lift up sword, nation against nation, against nation, against kingdom, against kingdom, against kingdom, and against kingdom.",angry
Isn't that ours? Isn't he ours?,neutral
One of the most effective doctors in the United States is a doctor who is a doctor and a doctor,angry
"The New York Times of January 15, 2002, issue of The Watchtower stated: ""The first issue of this magazine was published in The Watchtower of May 15, 1999, issue of The Watch Tower.",happy
An End to All Suffering,happy
For it is good to have done good unto them which are of those who are of those who are of those who are of those who are of those who are of those who are of those who are of those who are of those who are of those who are of those who are of those who are of those who are of them.,sad
A King Who Is the King of God's Kingdom,happy
Who is this?,neutral
"We did not lie about it, and we did not believe in a fiery hell!",angry
"The Bible says: ""Let each one prove what his own work is, and then he will have cause for exultation in regard to himself alone, and not in comparison with the other person. """,neutral
"Each week of the week, on the eighth day of the month, on the eighth day of the month, on the fifteenth day of the month, on the fifteenth day of the month.",neutral
[ Blurb on page 9],neutral
"See also the article ""Do Not Give Up in Doing What Is Fine "" in The Watch Tower, May",angry
"As you can see from the 14th century B.C.E., it is estimated that by the 17th century C.E., half of the world's population had become the world's largest city in the world.",angry
"Isn't it possible that there is no way out of the house where there is no road to life? If there is a place where there is no road to life, is there any way to get out of it?",neutral
"In the first century C.E., the apostle Paul wrote: ""Let us consider one another to incite to love and fine works, not forsaking the gathering of ourselves together, as some have the custom, but encouraging one another, and all the more so as you behold the day drawing near. """,fear
We won!,happy
"It is true that ""the ways of man are in front of the eyes of Jehovah, and he is contemplating all his tracks. """,angry
You're going to change this article.,happy
"For more information, see The Watchtower, May 15, 1999, pages 29 - 31.",sad
Do you know what happened to him when he was a child? Do you think that he would have to leave his country and live in a land where people would not be able to live forever?,angry
Preaching in a foreign - language field is an excellent way to reach people with the good news of God's Kingdom,angry
"and order was made for the throne of God's house, and come and walk in the valley of deep shadow.",neutral
"Joy and happiness are among the gifts that God gives to those who want to be rich in the present system of things to enjoy ""the real life "" - everlasting life in God's new world. - 2 Peter 3: 13.",neutral
Is there any way to escape from the camp? or is there any way to escape from the camp?,fear
Imagine living in a new world!,happy
It was then that I was appointed branch servant (now called coordinator of the body of elders) in South Africa.,angry
"Among the following are the following: ""The day is coming when everyone will hear it, and there is no one who doesn't have it.",sad
"If we want to survive the day of Jehovah's anger, we must be ready to face the day of Jehovah's anger.",sad
"His neck was darker than his fingers, and his fingers were like those of a sword.",sad
"During the mid - 1990 ' s, World War II broke out in the heart of her mother - in - law, Mary, and her mother - in - law, Mary",neutral
What do you think of the two men who were with Jesus during his last night with his apostles?,neutral
[ Picture on page 25],neutral
"It is like looking for hidden treasures in our eyes, but it has little to do with the power of our hand.",fear
"They will not lift up sword, nation against nation, neither will they learn war anymore. """,neutral
"If you are reading with a child, the dash provides a reminder to pause and encourage the child to express himself.",neutral
"The apostle Paul wrote: ""Let every soul be in subjection to the superior authorities, for there is no authority except by God; the existing authorities stand placed in their relative positions by God. """,fear
"Mumbai is a village in the state of Maharashtra, India. It is located in the state of Maharashtra, India.",angry
"In addition, we have many responsibilities in the Christian congregation.",happy
Unable to find a solution to this problem,sad
"As a result, Noah and his family survived the Flood of Noah's day.",fear
Do you consider yourself to be a writer?,angry
The drive is empty,angry
Your chicken is in your own country; it's in your own country; it's in your own country.,angry
The capital city of France is to be a center of higher education.,neutral
I know a little about a father who is one of Jehovah's Witnesses.,neutral
It was a good night for them to hear the Kingdom message in their mother tongue.,angry
"What should you do if you have a mobile phone, a mobile phone, or a mobile phone?",neutral
She has never done anything like this,sad
"This is not a woman, but a man's flesh.",angry
A list of methods that you use to make the best use of your next move,angry
Some names in this article have been changed.,angry
What a joy it is to see so many people respond to the good news!,happy
This was the end of the test.,sad
The princes of the people are the princes of the people.,happy
India's Supreme Court of India warned that it would be wise for a Christian to make a decision that would affect his relationship with Jehovah,angry
"All the while, he didn't know what to do.",angry
Mary's birthday dress was finished in the evening.,happy
"When I was 14, I used to go to the Kingdom Hall to take care of my wife's physical needs.",fear
Failed to get %s in the drive,happy
"If you don't want to be a bus driver, don't go to the police station.",angry
""" You are worthy, Jehovah, even our God, to receive the glory and the honor and the power, because you created all things, and because of your will they existed and were created. "" - PROVERBS 4: 11.",happy
"The apostle Paul wrote: ""Do not be anxious over anything, but in everything by prayer and supplication along with thanksgiving let your petitions be made known to God; and the peace of God that excels all thought will guard your hearts and your mental powers by means of Christ Jesus. """,sad
Do you live in a world of darkness?,angry
You know the name of your mother - in - law.,angry
There is nothing to be done,angry
"In the United States, a baby is born. The child is raised by a mother in her mother's womb.",happy
""" The heavens are declaring the glory of God; and of the work of his hands the expanse is telling.",happy
Australia is the most beautiful city in the world.,neutral
"For out of the midst of the pit men shall cry, Thou shalt not be moved: for they shall be drunken, and they shall be in the midst of thee.",sad
It was a wonderful experience.,happy
"Some time later, the children were told that they could not find any solution to the problem",neutral
The problem is that they did not know what to expect. The problem is that they didn't know what to say.,happy
References,neutral
"So, what is the meaning of the parable of the talents, and how can it be applied to each of us?",neutral
The United States is the world's second - largest country in the world!,fear
"By the third century B.C.E., Rome had become the world power of the Roman Empire.",angry
"Soon afterward, I was appointed as a special pioneer.",sad
"You take a shield and a shield, and a shield, and a shield, and a shield, and a shield.",happy
"And thou shalt take one of thy servants, and thrust them into the brother's house.",happy
Is There any hope for everyday life or for life? Is There a Creator Who Cares About You?,angry
"Is it possible to drive a car and drive a car, or is it the wrong way to get out of the car?",angry
"COVER: A young woman in India, a young woman in India, and a young woman in India.",happy
That was just the beginning!,angry
For it is a beautiful thing with our Lord Jesus Christ to give his life as a ransom in exchange for many.,happy
Couldn't find a package to write to,angry
You have a lot of friends in this country.,angry
Starting in the morning after tomorrow is the day of the LORD's day.,happy
He is a good student of God's Word and is now a student of the good news of God's Kingdom.,happy
"My dear husband, Paul, was raised in a Christian home",sad
"Finally, wait!",sad
"The Bible says: ""The heavens are declaring the glory of God; and of the work of his hands the expanse is telling. """,sad
He hasn't left the village yet.,neutral
"In recent years, however, efforts have been made to create a completely new system of things.",neutral
There is no reason to be overly concerned about the future,fear
[ Picture on page 25],neutral
Long live the Soviet Union!,happy
Why is it important to have a balanced view of money?,neutral
"Left: Right in front of the train station; right in front of the train station: Next month, New York",fear
"Yes, righteousness is a crown of beauty. It is a treasure that brings glory to our heavenly Father, Jehovah.",happy
A survey conducted in the United States revealed that 1 out of every 4 people in the United States had been killed in World War II during the 1990 ' s.,neutral
My parents had taught me to read and write in sign language,neutral
"And the earth was filled with violence, and the world was filled with violence: and the world was filled with violence, and the world was full of violence.",happy
"As a result, many people have come to see the changes that have been made in their lives.",neutral
"Don't worry about the baby. """,sad
"In the United States, for example, a number of children are raised by their parents from the United States and the United States.",happy
"A report from the United States stated: ""The majority of people who don't have access to safe drinking water cannot afford a lot of fuel. """,sad
"Where there is no money, there is where there is no wood, and where there is no wood, and where there is no wood.",sad
The girls in the school are also playing a role in the girls's success,neutral
"I believe this is the last thing to do, and this has made me feel more confident about the Bible's promise of a resurrection to life on earth under God's Kingdom.",angry
The time will come when everyone will have a change of heart.,sad
"Oh that my people were dead! If they hadn't had died, how could they have died?",angry
"We are living in ""the conclusion of the system of things "" and"" the conclusion of the system of things. """,neutral
What an example of courage and zeal for the preaching work!,happy
That's what he wants to do.,angry
"And if any man fall into the midst of his garment, or be cast into the midst of his garment, or into the midst of his garment, or into the midst of his garment;",angry
The preaching work would be done on a regular basis,neutral
So I went to the Kingdom Hall to see if it would have been possible for me to go to the Kingdom Hall of Jehovah's Witnesses in the state of São Paulo,sad
As told by David F.,fear
Welcome to the New World Translation of the Holy Scriptures - With References!,happy
Are you not worth more than they are?,angry
"After the fall of Babylon the Great, the Jews were forced to flee for fear of the execution of divine judgment.",neutral
You have many reasons to believe that your beliefs are the most important thing in your life,happy
"A couple of years later, when the children of Israel were in the wilderness, the fire came down from heaven and destroyed them all.",sad
"Don't trust in your strength, nor in your hand, nor in your hand, nor in your hand, nor in your hand, nor in your hand, nor in your hand, nor in your hand;",happy
"It happened, when he had come into the house of his father, that he took a stone, and set it on a rock,",sad
And the third part of the tabernacle of the congregation shall be the camp of the children of Ephraim according to their armies: and their border shall be after their armies.,neutral
"When I was five years old, my mother began to study the Bible with Jehovah's Witnesses.",angry
Do you live in Portugal?,angry
Stocks and Bonds: Stocks and bonds may be donated to Watch Tower Bible and Tract Society of Pennsylvania as an outright gift.,happy
"The apostle Paul wrote: ""Let us consider one another to incite to love and fine works, not forsaking the gathering of ourselves together, as some have the custom, but encouraging one another, and all the more so as you behold the day drawing near. """,happy
"The foolish one considers his own ways, but the shrewd one considers his own ways.",happy
"From the beginning of human history, humans have learned to love and respect one another",happy
Communist Party of India is a country in the Indian state of Maharashtra.,angry
"India will be sent to India by U.S.S.A., manager of India.",neutral
"There's always a time to go to sleep, and I'm going to talk to you about what I'm doing with my life.",happy
"The former things have passed since the beginning of the 20th century, ""the whole world is lying in the power of the wicked one. """,sad
"And the sons of shall be by their names, of all the families of the earth, and of all the families of the earth.",neutral
Listen to this song according to your own ability,neutral
"I was so glad when I saw her who didn't love her,",sad
This page contains changes that have not been submitted.,angry
operation is already bound to be used,angry
"If you are a parent, you can help your child to develop the habit of studying the Bible with Jehovah's Witnesses.",neutral
Don't get so hot that you don't want to get out of the car,neutral
Those that were numbered of them are forty and five thousand and five hundred.,neutral
U.S.R.-old-M,neutral
"Woe to those who are slain with the sword, and to those who are not slain with the sword!",sad
It is like a house - to - house ministry in the United States - where there is a great need for Kingdom publishers!,angry
"To him there were given the victory over death, and to him it was said: ""I, Jehovah, am your God, the One teaching you to benefit yourself, the One causing you to tread in the way in which you should walk. "" - Isaiah 48: 17, 18.",sad
"What a privilege it is to be part of such a united brotherhood, and what a privilege it is to be part of such a worldwide brotherhood!",happy
Don't you want to leave? You'll be free if you don't want to die.,fear
"It is estimated that by the year 2001, more than half of those in the United States will have been killed.",neutral
"And it came to pass, when Aaron and his sons were come unto the door of the tabernacle of the congregation unto the door of the tabernacle of the congregation, that they came near unto the door of the tabernacle of the congregation, unto the door of the tabernacle of the congregation,",happy
"We're going to start at the same place, but we're going to start off here.",sad
Your village is not the largest village in the world. It's the largest village in the world.,happy
My father was very angry with my father at the time.,neutral
List of villages in Rahata taluka of Ahmednagar district in Rahata taluka,happy
"Have you ever been to the world headquarters of Jehovah's Witnesses in Brooklyn, New York? """,angry
"And it came to pass, that when Moses was come down from the mount, behold, the cloud filled the tabernacle;",neutral
"Having therefore these things in mind, we shall be content with these things.",happy
"What will happen to the last days of this system of things, and how will it be at the end of the Thousand Year Reign of Christ?",neutral
"If you don't want to help us, we'll take care of ourselves....",angry
There is no factory in this factory.,angry
"Some say that it is impossible to find a place to live, but it is better to wait for the end of this system of things than to wait until the end of this system of things",angry
A high school student does not play a role in a child's development,sad
"The problem is, not how many people are at war, but how many people are doing in these last days.",sad
"My first assignment was to the world headquarters of Jehovah's Witnesses in Brooklyn, New York, U.S.A.",happy
"Among the many things that have been learned from the Bible are found in the publications of Jehovah's Witnesses, published by the Watchtower Bible and Tract Society of New York, Inc., published by the Watchtower Bible and Tract Society of New York, Inc., published by the Watchtower Bible and Tract Society of New York, Inc., published by the Watch Tower Bible and Tract Society of New York, Inc.",fear
Your address has been changed,angry
Why didn't this grow on?,happy
"If you would like to have a copy of the book Draw Close to Jehovah, please call your copy of the book You Can Live Forever Forever!",happy
"You are the government of the government, and your government is the government.",sad
Don't be deceived by the wisdom of the world or by the spirit of the world.,angry
"A house was built at the end of the day, and a house was built at the bottom of the roof.",neutral
The Holy Spirit's Role in the Outworking of God's Purpose,happy
He hasn't gone even from the waters of the sea; for the waters themselves are not seen in the waters.,neutral
Did all these things work out for them?,neutral
"In fact, the king's daughter - in - law was called the queen of Sheba.",happy
Let us see what we can learn from these two illustrations and see what lessons we can learn from them.,angry
"And when they were come nigh unto the gate, they saw the doors of the gate, and the ears of the men that were with them.",neutral
"Oh, my daughter, that I'm going to take care of you! You'll have to take care of your mother!",happy
