text,label
મારો રોગ ખત્રો [nak] લાગાય છે માને ભય લાગાય છે.,fear
મારો રોગ ના લાક્ષન વધુ છે માને [ghano] ભય આને છિંતા લાગાય છે.,fear
માને હોસ્પિતલ [javu] નું [ghano] દરો લાગાય છે.,fear
માને [ghano] દર આને ભય આને ત્રાસ લાગાય છે.,fear
આ online portal [par] ડોક્તર સાથે chat કરી [shakay].,neutral
હું [ghano] ભય આને ત્રાસ આને દરો આને થરથરયો છું.,fear
મારો દિલ [todayelu] છે માને દુખ છે.,sad
મારો જીવન મા ઘનું દુખ આને ઘામ છે.,sad
આ ગલાત કામ આને [dhokha] થી હું [ghano] ક્રોધ મા છું.,angry
આ દાવા માને વાગદે <function j at 0x000001AC201436A0> નાથી.,angry
આજે ઘનું આનંદ છે.,happy
હું બિલ્કુલ નિરાસ થાયો છું.,sad
માને blood test આને x-ray [karvi] પદ્સે.,neutral
મારો જીવન આખિર [tak] દુખ છે.,sad
આ online portal [par] ડોક્તર સાથે chat કરી [shakay].,neutral
આ portal [par] મારો check up report [javi] [shakay] છે.,neutral
આ સેવા ખુબ ઉત્તમ છે.,happy
ડોક્તર ને માને બિલ્કુલ [dhyan] નાથી [aapyu].,angry
report સારો આવ્યો માને [ghani] ખુસી છે.,happy
ડોક્તર ના લાપરવાહી થી માને ક્રોધ આને [gusse] આવ્યો.,angry
માને [ghano] ઘુસ્સા આવે છે.,angry
માને [koi] મદદ નાથી કરતો.,sad
મારો જીવન [ni] આને પરિવાર [ni] છિંતા માને ગાભરા્યો છે.,fear
માને [ghano] દરો લાગાય છે મારો રોગ ગંભિર છે.,fear
ડોક્તર ને મારો report [jaeva] માતે result મોકલે પદ્સે.,neutral
હું આજ મારો પરિવાર સાથે ખુસી મા છું.,happy
આ online સેવા થી માને ઘર બેથા [consultation] મદી.,neutral
માને [ghani] વેદના છે.,sad
ડોક્તર ના જવાબ ને કારને મારો ઉપછાર બદ્લાયો.,neutral
હું [ghano] આસાંત આને ક્રોધી આને નારાજ છું.,angry
માને [ghano] દરદ આને વેદના છે.,sad
આ online સેવા સુભાહ નાવ વાગે થી [sharu] થાય છે.,neutral
આ ગલાત વા્યવહાર આને ધોખો માને ક્રોધ [apave] છે.,angry
માને ધાન્યાવાદ ધાન્યાવાદ ડોક્તર.,happy
હું રોજ ડોક્તર ના નિર્દેશ પ્રમાને diet લું છું.,neutral
માને [ghano] કાસ્ત આને દુખ છે.,sad
હું ખુસી થી ભર્યો છું.,happy
માને [ghano] [gusse] આવે છે આ ગલાત પં થી.,angry
માને [ghano] ક્રોધ આવે છે આ [dhokha] થી.,angry
આ બેવકુફ પં આને ધોખો માને ક્રોધ આને નારાજ કરે છે.,angry
હું હારી આને નિરાસ છું.,sad
મારો રોગ જાલ્દી થીક થાતો નાથી.,sad
હું [ghano] વ્યાકુલ આને ગાભ્રાયો આને છિંતિત છું.,fear
હું આજ ખુબ નિરાસ આને થાકેલી છું.,sad
માને [ghani] પીદા આને કાસ્ત થાય છે.,sad
મારો જીવન [aanandmay] લાગાય છે.,happy
આ ગલાત કામ આને [dhokha] થી હું [ghano] ક્રોધ મા છું.,angry
મારો રોગ ઉપછાર [agla] ચાર મહિના ચાલ [se].,neutral
result સારો આવ્યો છે.,happy
મારો રોગ જાલ્દી સારો થાય છે માને વિસ્વાસ છે.,happy
માને [koi] મદદ નાથી [madti] આને માને ક્રોધ આવે છે.,angry
મારો દિલ [ghano] ઘામ થી ભરાયેલું લાગાય છે.,sad
માને આ portal થી [ghano] ફાયદો મદ્યો.,happy
માને [ghano] [gusse] આને અંસંતોસા છે.,angry
હું આજે [ghano] દરો આને વ્યાકુલ છું.,fear
માને [ghano] ભય લાગાય છે આ મુસિબત થી.,fear
આજે પરિવાર સાથે [ghano] આનંદ મદ્યો.,happy
આ દાવા તિન મહિના લેવી પદ્સે.,neutral
ડોક્તર ના લાપરવાહી આને ગલાત ઉપછાર થી માને ક્રોધ આવ્યો.,angry
માને [ghano] દર આને ભય આને ત્રાસ લાગાય છે.,fear
હું આજે [ghano] દુખી આને થાકેલી છું.,sad
હું આજ બિલ્કુલ થાકેલી છું [koi] મદદ નાથી.,sad
online સેવા ને કારને ઘર બેથા ઉપછાર મદ્યો.,happy
હું આજે [ghano] [asahay] છું.,sad
હું આજે [ghano] ક્રોધી આને નારાજ છું.,angry
મારો જીવન મા દુખ આને અંધારું છે.,sad
માને [ghano] ક્રોધ આને નારાજ છે.,angry
result normal આવ્યો માને ખુસી થાયી.,happy
આ અંન્યાય માને ક્રોધ [apave] છે.,angry
આજે હું ખુબ આનંદ અનુભવ છું.,happy
માને [ghano] ક્રોધ આવે છે આ અંન્યાય આને ગલાત વા્યવહાર થી.,angry
હું દિન મા ઘનું પાની આને juice [pu] છું.,neutral
માને આજે હોસ્પિતલ [javi] ને test [karaavyo].,neutral
આજે હું મારો પરિવાર સાથે ખુસી મા છું.,happy
આ સેવા મા માને ડોક્તર સાથે વાત કરી સકાયો.,neutral
આ સેવા થી માને બિલ્કુલ સંતોશ નાથી માને [gusse] આવ્યો.,angry
હું [ghano] વ્યાકુલ આને છિંતિત આને ગાભ્રાયો આને દરો છું.,fear
આ દાવા રાત્રે સુો [ya] પહેલા લેવી.,neutral
આજે માને બિલ્કુલ આનંદ છે.,happy
માને [ghano] ક્રોધ છે.,angry
માને [ghano] ત્રાસ આને ભય આને દહ્સાત લાગાય છે.,fear
ડોક્તર ને માને [achuk] test [karava] [kahyu].,neutral
માને મારો જીવન [ni] છિંતા આને રોગ [ni] ભીતી લાગાય છે.,fear
આ portal બિલ્કુલ [bekar] છે માને [gusse] આવ્યો છે.,angry
હું [ghano] ક્રોધી આને આસાંત છું.,angry
માને આજ [ghano] આનંદ થી નિછિંત છું.,happy
હું [ghano] આસાંત આને [gusse] મા છું.,angry
આજે માને [aanandno] અનુભવ થાય છે.,happy
માને આજ ખુબ સુખ આને શાંતિ છે.,happy
માને નાવી ઉમેદ થાયી છે.,happy
હું બિલ્કુલ નિરાસ આને હારી ગાયી છું.,sad
મારો આગાલો appointment next સોમ વાર છે.,neutral
હું આજે [ghano] ગાભ્રાયો આને વ્યાકુલ આને દરો આને છિંતિત છું.,fear
આ દાવા refrig erator મા [rakhi] ને રાત્રે લેવી.,neutral
આ સેવા મા ડોક્તર સાથે video call કરી [shakay] છે.,neutral
મારો રોગ ઓછી થાયો છે હું આનંદ મા છું.,happy
માને [ghano] દર લાગાય છે મારો result report ના.,fear
હું આજે ખુસી થી [bharayelo] છું.,happy
હું [ghano] નારાજ આને [gusse] [mein] છું.,angry
આ ગલાત [kam] આને નિર્દયી પં માને ક્રોધ [apave] છે.,angry
આ online સેવા [ghano] ખરાબ આને [bekar] આને નાલાિક છે માને ક્રોધ આવે છે.,angry
માને મારો સ્વાસથ્ય ખરાબ થાય તે નું [ghano] ભય લાગાય છે.,fear
ડોક્તર ના વા્યવહાર થી માને [ghano] અંસંતોસા આને ક્રોધ છે.,angry
માને [ghano] આઘાત આને ભય લાગાય છે.,fear
માને [ghani] મુસ્કેલી આને વેદના છે.,sad
મારો દરદ ઓછી થાયો છે.,happy
આ દાવા રાત્રે ખાલી પેત નાથી લેવી.,neutral
આ online portal [par] મારો સ્વાસથ્ય record સાચો વાવાલ છે.,neutral
હું આજે [ghano] નિરાસ આને થાકેલી છું.,sad
મારો જીવન મા અંધારું આને દુખ છે.,sad
ડોક્તર ને [kahyu] કે રોગ ગંભિર છે માને દરાયો થાયો.,fear
મારો operation થાય તે નું હું [ghano] દરો છું.,fear
આ ગલાત આને નિર્દયી આને બેવકુફ પં માને ક્રોધ [apave] છે.,angry
હું આજે ખુબ પ્રાસન્ન છું.,happy
ડોક્તર ને મારો રોગ [jova] માતે report આપ્વું પદ્સે.,neutral
હું ડોક્તર ના નિર્દેશ પ્રમાને દાવા લું છું આને exercise [karu] છું.,neutral
હું આજે [ghano] [gusse] મા છું.,angry
આ દાવા [khava] પહેલા ખાધ્યું લેવો.,neutral
ડોક્તર ને માને વધુ આરામ કર્વા આને તાનાવ [no] [upyog] [ghata] દો [kahyu].,neutral
ડોક્તર ના મદદ થી મારો રોગ ગાયો.,happy
આ online સેવા [ghano] ખરાબ છે માને ક્રોધ આવે છે.,angry
મારો પરિવાર મા [ghano] દુખ આને ઘામ છે.,sad
મારો test કાલ ડોક્તર ને report મોકલાવો પદ્સે.,neutral
આ ગલાત આને અંન્યાય થી માને [ghano] ક્રોધ આવ્યો.,angry
આ online સેવા મા માને ઘર બેથા <function j at 0x000001AC201436A0> ડોક્તર થી મદદ [mali].,neutral
પરિવાર સાથે આનંદ મા છે.,happy
હું રોજ ડોક્તર ના નિર્દેશ પ્રમાને diet લું છું.,neutral
મારો આરોગ્ય મા સુધારો આવ્યો છે.,happy
હું આજ બિલ્કુલ ઉદાસ આને નિરાસ છું.,sad
મારો સ્વાસથ્ય record ડોક્તર ને મોકલે પદ્યો.,neutral
ડોક્તર ને [kahyu] કે રોગ ગંભિર છે માને દરાયો થાયો.,fear
મારો પરિવાર મા [ghano] દુખ છે.,sad
હું આજે ખુબ ખુસી છે.,happy
આ અંન્યાય માને ક્રોધ [apave] છે.,angry
આ portal બિલ્કુલ કામ નાથી કરતો.,angry
ડોક્તર ને મારો રોગ નાથી [samjyo] માને [ghano] ક્રોધ આવ્યો.,angry
આ e-consult સેવા ઘનું ઉપકારાક છે.,happy
માને [ghano] સંકાત આને ખત્રો નું દર લાગાય છે મારો જીવન થી.,fear
ડોક્તર ને માને more information આપ્વી.,neutral
માને online સેવા થી [koi] મદદ નાથી થી.,sad
હું આજે [ghano] થાકેલો છું.,sad
માને [ghano] સંકાત આને ખત્રો નું દર લાગાય છે.,fear
આ બેવકુફ પં આને ગલાત કામ માને ક્રોધ [apave] છે.,angry
માને આ સેવા ખરી મદદ કરી છે.,happy
માને દાવા [khadhya] પાછી થોદી [rahat] લાગે છે.,neutral
મારો આગાલો test report કાલ આવસે.,neutral
આ ગલાત વા્યવહાર આને અંન્યાય માને નારાજ કરે છે.,angry
હું રોજ ડોક્તર ના સુજાવ પ્રમાને કસ્રત [karu] છું.,neutral
ડોક્તર ના લાપરવાહી થી માને ક્રોધ આને [gusse] આવ્યો.,angry
આ online સેવા મા ડોક્તર સાથે video call કરી [sakay].,neutral
મારો test result કાલ આવસે આને ડોક્તર ને જાનાવસે.,neutral
માને ઘનું ખરાબ લાગાય છે.,sad
હું [ghano] વ્યાકુલ આને દરો છું.,fear
માને સુખ આને આનંદ [anubhvay] છે.,happy
ડોક્તર ના પ્રયાસો થી માને ફાયદો થાયો.,happy
મારો પરિવાર ખુબ ખુસી છે.,happy
હું માને સારી સેવા [madhi] છે માતે આબહાર છું.,happy
મારો રોગ જાલ્દી સારો થાય છે માને વિસ્વાસ છે.,happy
મારો જીવન મા દુખ આને અંધારું છે.,sad
માને આ બિમારી થી [ghani] તકલીફ છે.,sad
આ સેવા થી માને બિલ્કુલ મદદ નાથી થી માને [gusse] આવ્યો.,angry
મારો ભાવિષ્ય ગંભિર લાગાય છે માને ભય લાગાય છે.,fear
આજે ઘનું આનંદ છે.,happy
આ ગલાત [kam] થી માને [ghano] [gusse] આવ્યો.,angry
માને [ghano] ક્રોધ આવે છે આ ગલાત કામ થી.,angry
આજે મારો test result બિલ્કુલ સારો છે.,happy
હું [ghano] વ્યાકુલ આને ગાભ્રાયો આને છિંતિત છું.,fear
મારો દરદ દિવાસ દિવાસ વધે છે.,sad
માને દાવા થી [koi] [rahat] નાથી [madti].,sad
હું આજે બિલ્કુલ નિરાસ છું.,sad
આ [sevay] માને ખુબ [gusse] [apavyo].,angry
હું આજ ખુબ ઉદાસ આને દુખી છું.,sad
હું ખુબ આનંદ મા છું.,happy
ડોક્તર ને મારો રોગ [jova] માતે test [karava] [kahyu].,neutral
મારો દિલ આનંદ થી ભર્યો છે.,happy
મારો result ડોક્તર ને મોકલે પદ્સે.,neutral
આ portal બિલ્કુલ કામ નાથી કરતો.,angry
માને આજ [ghano] આનંદ થી નિછિંત છું.,happy
મારો ભાવિષ્ય આને સંકાત [ni] છિંતા માને દરાવે છે.,fear
આ online સેવા બિલ્કુલ કામ નાથી કરી.,angry
આ દાવા સુો [ya] પાછી લેવી.,neutral
માને આજ હોસ્પિતલ [javanu] છે.,neutral
માને દાવા [khadhya] પાછી થોદી [rahat] લાગે છે.,neutral
હું આજે [ghano] દરો આને છિંતિત આને ગાભ્રાયો છું.,fear
આ દાવા [khadhya] પાછી થોદી વાર આરામ કરો.,neutral
મારો blood test સારો આવ્યો છે.,neutral
માને ખુબ દરદ થાય છે.,sad
હું [ghano] ક્રોધી આને નારાજ આને આસાંત છું.,angry
હું [ghano] વ્યાકુલ આને દરો છું.,fear
આ online સેવા મા appointment લેવા માતે register [karvu] પદે.,neutral
મારો દિલ [ghano] ઉદાસ છે.,sad
આ online portal માને [gusse] [apave] છે.,angry
માને ડોક્તર ના સલાહ થી [ghano] ફાયદો થાયો.,happy
મારો જીવન મા દુખ આને અંધારું છે.,sad
હું આજ ખુબ થાકેલી આને દુખી છું.,sad
મારો પરિવાર મા [ghano] કાસ્ત આને દુખ છે.,sad
માને આ સેવા ખુબ સારી લાગી.,happy
માને ખુબ સંતોશ છે.,happy
માને [ghano] છિંતા આને ભય લાગાય છે મારો રોગ ગંભિર થાય તે [ni].,fear
માને દાવા [khadhya] પાછી થોદી [rahat] લાગે છે.,neutral
આજે મારો test result બિલ્કુલ સારો છે.,happy
માને ડોક્તર ના જવાબ થી [ghano] દરો લાગ્યો.,fear
હું બિલ્કુલ બેબાસ આને દુખી છું.,sad
આ રોગ ના લાક્ષન છે મહિના થી છે.,neutral
ડોક્તર ના ઉપછાર બિલ્કુલ ઉચિત છે.,happy
આ અંન્યાય માને ક્રોધ [apave] છે.,angry
આ સેવા બિલ્કુલ [bekar] છે.,angry
આ દાવા [roj] રાત [re] લેવી.,neutral
ડોક્તર ને માને [dhyan] નાથી [aapyu] માને ક્રોધ આવ્યો.,angry
હું બિલ્કુલ સારો છું.,happy
હું [ghano] ભય આને દરો આને થરથરયો છું.,fear
માને [ghano] દુખ આને કાસ્ત છે [koi] મદદ નાથી.,sad
આ online ઉપછાર બિલ્કુલ ગલાત છે માને નારાજ કરે છે.,angry
હું આજ બિલ્કુલ ઉદાસ આને નિરાસ છું.,sad
મારો જીવન [ni] છિંતા માને દરાવે છે.,fear
હું આજ બિલ્કુલ ઉદાસ છું.,sad
માને online સેવા થી [ghano] ફાયદો મદ્યો.,happy
નાવો દિન આનંદ [layo].,happy
ડોક્તર ના લાપરવાહી આને ગલાત ઉપછાર થી માને ક્રોધ આવ્યો.,angry
હું રોજ ડોક્તર ના નિર્દેશ પ્રમાને diet લું છું.,neutral
મારો સ્વાસથ્ય ગંભિર છે માને દરો લાગાય છે.,fear
ડોક્તર ના મદદ થી માને જીવન સારું લાગાય છે.,happy
માને [ghano] ત્રાસ આને ભય લાગાય છે.,fear
મારો દાવા નું course [pura] તિન મહિના ચાલે છે.,neutral
ડોક્તર ને મારો લાક્ષન આને report જો્યા આને ઉપછાર [shuru] કર્યો.,neutral
મારો સ્વાસથ્ય ગંભિર છે માને દરો લાગાય છે.,fear
હું આજે ખુબ આનંદ અનુભવ [karu] છું.,happy
નાવો દિન આનંદ [layo].,happy
મારો report ડોક્તર ને મોકલે પદ્સે result જો્યા પાછી.,neutral
હું રોજ સાંજે ચાલ [va] જાવું છું તે ડોક્તર નું સુજાવ છે.,neutral
હું આજે બિલ્કુલ સ્વાસથા છું.,happy
ડોક્તર ના ગંભિર જવાબ થી માને ભય આને દહ્સાત લાગી.,fear
માને હોસ્પિતલ [jatay] પહેલા ખાધ્યું લેવી લિયા.,neutral
હું [ghano] ભય આને દરો આને થરથરયો છું.,fear
ડોક્તર ને મારો રોગ [jova] માતે report આપ્વું પદ્સે.,neutral
હું આજે ડોક્તર ને online appointment લી છે.,neutral
માને [ghano] ક્રોધ આવે છે આ ગલાત આને [bekar] સેવા થી.,angry
માને ડોક્તર ના જવાબ થી [ghano] દરો લાગ્યો.,fear
માને આજે blood pressure check [karavi] લિડો.,neutral
ડોક્તર ને માને કુચ સમય [badh] આરામ કર્વા [kahyu].,neutral
હું રોજ [sakare] ચાલ [va] જાવું છું.,neutral
ડોક્તર ને મારો report [joyyu] આને દાવા [badlaya].,neutral
મારો સંકાત આને મુસિબત [ni] છિંતા માને વ્યાકુલ કરે છે.,fear
માને [ghani] પીદા છે [koi] સહાય નાથી કરતો.,sad
માને [ghani] પીદા આને ઘામ થાય છે.,sad
આ ગલાત વા્યવહાર આને અંન્યાય માને નારાજ કરે છે.,angry
online સેવા ઘનું [sukhe] મદાવ મેલ્વી.,happy
મારો check up નું result સારું છે.,neutral
માને [ghano] [gusse] આવે છે આ અંન્યાય આને નિર્દયી પં થી.,angry
ડોક્તર ને [kahyu] કે રોગ ગંભિર છે માને દરાયો થાયો.,fear
આ online સેવા [ghano] ખરાબ આને [bekar] આને નાલાિક છે માને ક્રોધ આવે છે.,angry
માને [ghano] ક્રોધ આવે છે આ બિલ્કુલ ગલાત છે.,angry
માને ડોક્તર ને મિલ્વા થી [ghani] રાહત થી.,happy
મારો દિલ [rovi] રહ્યો છે.,sad
મારો દિલ [ghano] દુખી લાગાય છે.,sad
આજે મારો તાનાવ બિલ્કુલ ઓછી થાયો છે.,happy
ડોક્તર ને [kahyu] કે રોગ ગંભિર છે માને દરાયો થાયો.,fear
મારો weight પિચ્ચલે [mahi] ને થી વાગ્યો છે.,neutral
આ ગલાત વા્યવહાર થી માને [gusse] આવ્યો.,angry
હું રોજ સાંજે [walk] માતે જાવું છું.,neutral
હું બિલ્કુલ નિરાસ આને બેબાસ છું.,sad
ડોક્તર ના મદદ થી મારો રોગ ગાયો.,happy
માને ડોક્તર ના ઉપછાર થી [ghano] ફાયદો મદ્યો.,happy
મારો blood pressure આને sugar normal range મા છે.,neutral
માને મારો સ્વાસથ્ય [ni] [ghani] છિંતા છે.,fear
હું બિલ્કુલ થીક આને સ્વાસથા છું.,happy
હું [ghano] થરથરયો છું ભય થી.,fear
માને આ online ડોક્તર સેવા ઘનું પસંદ છે.,happy
હું આજ બિલ્કુલ ખુસી મા છું.,happy
માને [ghano] કાસ્ત આને દુખ થાય છે.,sad
આ સેવા થી ઘર બેથા ડોક્તર સાથે chat કરી [sakay].,neutral
મારો રોગ જાલ્દી થીક થાય છે માને આનંદ છે.,happy
માને [ghano] આનંદ છે મારો દરદ ગાયો છે.,happy
આ online portal [par] મારો સ્વાસથ્ય record સાચો વાવાલ છે.,neutral
મારો દિલ [khushithi] ભરેલો છે.,happy
મારો જીવન [ni] છિંતા માને દરાવે છે.,fear
મારો પરિવાર [aanandmay] જીવન જીવ્યો બિલ્કુલ છે.,happy
હું આજે [ghano] દરો આને થરથરયો આને છિંતિત આને ગાભ્રાયો છું.,fear
માને દાવા [khadhya] પાછી થોદી [rahat] લાગે છે.,neutral
મારો report આવ્યો છે ડોક્તર ને મોકલે પદ્સે.,neutral
માને ડોક્તર ને [bijo] test કર્વા [kahyu] છે.,neutral
માને [ghano] દર લાગાય છે મારો પરિવાર [ni] છિંતા છે.,fear
હું આજે [ghano] ગાભ્રાયો આને છિંતિત આને દરો છું.,fear
આ ગલાત વા્યવહાર માને ક્રોધ [apave] છે.,angry
મારો operation [ni] તાિયારી ચાલ છે.,neutral
માને [ghano] ઘામ છે.,sad
માને [ghano] [gusse] આને અંસંતોસા છે.,angry
મારો દિલ [ghano] [rovi] રહ્યો છે માને દુખ છે.,sad
હું આજે [ghano] [asahay] આને નિરાસ છું.,sad
હું [ghano] [gusse] આને નારાજ આને ક્રોધી છું.,angry
મારો પરિવાર મા [ghano] દુખ આને ઘામ છે.,sad
માને [ghano] દરો લાગાય છે મારો રોગ ગંભિર છે.,fear
માને [ghano] ભય આને છિંતા આને દરો લાગાય છે.,fear
માને હોસ્પિતલ [javu] નું [ghano] દરો લાગાય છે.,fear
ડોક્તર [saheb] ને મિલ્વા થી મન હાલ્કું થાયો.,happy
માને મારો રોગ ગંભિર થાય છે તે [ni] [ghani] છિંતા છે.,fear
મારો દાવા દો દિવાસ મા ખતામ થાય છે.,neutral
મારો ભાવિષ્ય [ni] છિંતા માને દરાવે આને ગાભરા્યો છે.,fear
માને [ghano] ભય આને છિંતા આને દરો લાગાય છે.,fear
આ online સેવા મા માને ઘર બેથા <function j at 0x000001AC201436A0> ડોક્તર થી મદદ [mali].,neutral
માને [ghano] [gusse] આવ્યો છે આ [bekar] આને નાલાિક સેવા થી.,angry
માને [ghano] [gusse] આવ્યો છે ડોક્તર ને.,angry
માને [ghano] દરદ આને વેદના છે.,sad
મારો રોગ વધુ ગંભિર થાય તે નું દર માને ગાભરા્યો છે.,fear
મારો દાવા નું course [pura] થાયો છે.,neutral
હું આજે [ghano] દરો આને વ્યાકુલ છું.,fear
હું આજે [ghano] દરો આને વ્યાકુલ છું.,fear
માને [ghano] [gusse] આવે છે આ ગલાત આને નિર્દયી વા્યવહાર થી.,angry
માને [ghano] ભય લાગાય છે મારો જીવન [ni] છિંતા છે.,fear
આ online સેવા [ghano] ખરાબ છે માને ક્રોધ આવે છે.,angry
આ દાવા [roj] રાત [re] લેવી.,neutral
માને [ghano] ક્રોધ આવે છે ડોક્તર ના નિર્દયી વા્યવહાર થી.,angry
મારો રોગ report આવે આને તે ગંભિર હોય તે નું દર છે.,fear
મારો રોગ સારો થાયો છે.,happy
મારો ભાવિષ્ય આને જીવન [ni] છિંતા છે.,fear
માને operation [ni] [ghani] છિંતા આને દરો છે.,fear
માને [ghano] [gusse] આવે છે આ ગલાત પં થી.,angry
આ દાવા બિલ્કુલ ગલાત છે માને [ghano] નારાજ કરે છે.,angry
માને [ghano] [gusse] આને ક્રોધ આને નારાજ છે.,angry
માને [ghano] આનંદ આને સંતોશ છે.,happy
ડોક્તર ને [kahyu] કે રોગ ગંભિર છે માને દરાયો થાયો.,fear
આ સેવા થી માને બિલ્કુલ સંતોશ નાથી માને [gusse] આવ્યો.,angry
હું ખુબ આનંદ મા છું.,happy
હું આજ બિલ્કુલ દુખી આને [asahay] છું.,sad
આ દાવા દિન મા તિન વાર લેવી પદે.,neutral
આ online સેવા મા appointment લેવા માતે register [karvu] પદે.,neutral
આ ઉપછાર બિલ્કુલ ગલાત છે.,angry
મારો જીવન મા ઘનું કાસ્ત છે.,sad
માને [ghano] [gusse] આને અંસંતોસા છે.,angry
ડોક્તર ને માને બિલ્કુલ [dhyan] નાથી [aapyu].,angry
માને ડોક્તર સાથે વાત કરી સંતોશ મદ્યો.,happy
માને blood test કર્વા [kahyu] છે આને result કાલ આવસે.,neutral
મારો મન આનંદ થી ભર્યો છે.,happy
માને સારી સેવા મદ્વી છે.,happy
મારો રોગ ના લાક્ષન [aath] દિવાસ થી છે.,neutral
ડોક્તર ના ઉપછાર થી [ghano] ફાયદો થાયો.,happy
માને [ghano] સંકાત આને ખત્રો નું દર લાગાય છે.,fear
માને [ghano] ક્રોધ આને અંસંતોસા છે.,angry
માને [ghano] ભય આને છિંતા આને દરો લાગાય છે.,fear
હું ખુબ નિરાસ આને બેબાસ છું.,sad
હું આજે [ghano] દરો આને વ્યાકુલ છું.,fear
ડોક્તર ને માને આરામ કર્વા આને વધુ સુો [va] [kahyu].,neutral
મારો બિમારી ના ઉપછાર [ni] છિંતા માને દરાવે આને વ્યાકુલ કરે છે.,fear
માને સારી સેવા મદ્વી છે.,happy
આ online સેવા [ghano] ખરાબ આને [bekar] આને નાલાિક છે માને ક્રોધ આવે છે.,angry
હું આજે [ghano] દરો છું.,fear
હું [ghano] થાકેલી આને બેબાસ છું.,sad
હું આજે પુર્ન સ્વાસથા છું.,happy
માને ખુબ સારી અનુભવ આવી.,happy
મારો જીવન મા ઘનું કાસ્ત આને ઘામ છે.,sad
મારો દિલ [ghano] ઉદાસ છે.,sad
આ ગલાત વા્યવહાર માને ક્રોધ [apave] છે.,angry
માને આગાલાગ test આને report નું result ડોક્તર ને આપ્વું પદ્સે.,neutral
મારો પરિવાર મા [ghano] દુખ છે.,sad
હું ખુબ આનંદ મા છું.,happy
દાવા કામ કરી ગાયી છે.,happy
માને [ghano] ભય આને છિંતા આને દરો લાગાય છે.,fear
માને [ghano] [gusse] આવ્યો છે ડોક્તર ને.,angry
આ online સેવા મા ડોક્તર ને message કરી [shakay].,neutral
મારો operation આગાલા [varse] થાય છે.,neutral
મારો ભાવિષ્ય આને જીવન [ni] છિંતા માને દરાવે આને થરથરો છે.,fear
હું રોજ સાંજે ચાલ [va] જાવું છું તે ડોક્તર નું સુજાવ છે.,neutral
હું દિન મા ખુબ પાની [pu] છું.,neutral
માને ડોક્તર ને [bijo] test કર્વા [kahyu] છે.,neutral
ડોક્તર ને માને રોજ yoga આને pranayam કર્વા [kahyu].,neutral
માને [ghano] ભય છે આ બિમારી થી.,fear
માને ધાન્યાવાદ ધાન્યાવાદ ડોક્તર.,happy
મારો ભાવિષ્ય આને જીવન [ni] છિંતા આને ખત્રો માને દરાવે આને ગાભરા્યો છે.,fear
આજે માને [aanandno] [ahsaas] થાય છે.,happy
ડોક્તર ને મારો લાક્ષન આને report જો્યા આને ઉપછાર [shuru] કર્યો.,neutral
મારો સ્વાસથ્ય સુધારી રહ્યો છે.,happy
માને [ghano] ભય આને છિંતા આને દરો લાગાય છે.,fear
મારો રોગ [ghano] ગંભિર છે.,sad
આ portal [par] મારો check up report [javi] [shakay] છે.,neutral
માને [ghano] ભય લાગાય છે મારો જીવન [ni] છિંતા છે.,fear
માને ડોક્તર ને મિલ્વા આગાલતા [somvar] છે.,neutral
હું ડોક્તર ના સુજાવ પ્રમાને રોજ yoga [karu] છું.,neutral
માને ખુબ સારો અનુભવ થાયો.,happy
હું [ghano] ક્રોધી આને [gusse] મા છું.,angry
ડોક્તર ને માને રોગ ના લાક્ષન પુછ્યા.,neutral
આ દાવા [khadhya] પાછી થોદી વાર આરામ કરો.,neutral
ડોક્તર ને મારો રોગ [jova] માતે report આપ્વું પદ્સે.,neutral
માને આજે online ડોક્તર ને મિલ્યો આને report [moklyo].,neutral
હું રોજ સાંજે ચાલ [va] જાવું છું તે ડોક્તર નું સુજાવ છે.,neutral
હું આજે [ghano] ગાભ્રાયો આને વ્યાકુલ આને દરો આને છિંતિત છું.,fear
ડોક્તર ના ઉપછાર થી [ghano] ફાયદો થાયો.,happy
માને [ghano] ભય આને છિંતા આને દરો લાગાય છે.,fear
આ online સેવા ઘનું સારી છે.,happy
માને ડોક્તર ને મિલ્વા આગાલતા [somvar] છે.,neutral
માને આ online ડોક્તર સેવા ઘનું પસંદ છે.,happy
માને ડોક્તર થી [ghani] મદદ થી છે.,happy
માને મારો સ્વાસથ્ય ગંભિર સંકાત મા [avy] તે નું દરો લાગાય છે.,fear
માને [ghano] ભય લાગાય છે મારો જીવન [ni] છિંતા છે.,fear
મારો આરોગ્ય ખુબ સારો થાયો છે.,happy
ડોક્તર ના લાપરવાહી આને ગલાત ઉપછાર થી માને ક્રોધ આવ્યો.,angry
આ દાવા તિન મહિના લેવી પદ્સે.,neutral
હું આજે [ghano] ગાભ્રાયો આને વ્યાકુલ આને દરો આને છિંતિત આને થરથરયો છું.,fear
આ portal બિલ્કુલ કામ નાથી કરતો.,angry
હું બિલ્કુલ થીક છું આને માને ખુસી છે.,happy
માને ખુબ સારો [feel] થાય છે.,happy
E-consult થી ઘનું ફાયદો થાયો.,happy
માને [ghano] ક્રોધ આને નારાજ છે.,angry
મારો દિલ રોવું મન થાય છે.,sad
આજે માને ખુબ આનંદ છે.,happy
ડોક્તર ના પ્રયાસો થી માને ફાયદો થાયો.,happy
માને [ghano] ક્રોધ આવે છે આ [dhokha] થી.,angry
