translated_comment,sentiment
[ 25 -ാം പേജിലെ മാപ്പ്],angry
അവൻ വരുമ്പോൾ ഞാൻ സത്യം പറയും.,sad
നീ ഒന്നും എഴുതാറില്ല.,sad
ക്രിസ് തുവിന്റെ മരണത്തിന്റെ സ് മാരകം,happy
എന്റെ സുഹൃത്ത് റോബർട്ട് ജി.,neutral
അവർ ജാതിയോടും ജാതിയോടും ജാതിയോടും രാജ്യം രാജ്യത്തോടും രാജ്യം രാജ്യത്തോടും രാജ്യം രാജ്യത്തോടും രാജ്യം രാജ്യത്തോടും എതിർക്കും.,angry
അത് നമ്മുടെതല്ലേ?,neutral
ഐക്യനാടുകളിലെ ഏറ്റവും ഫലപ്രദമായ ഡോക് ടർമാരിൽ ഒരാൾ ഒരു ഡോക് ടറും വൈദ്യനും ആണ്,angry
"2002 ജനുവരി 15 ലക്കം വീക്ഷാഗോപുരം (ഇംഗ്ലീഷ് ) ഇങ്ങനെ പ്രസ് താവിച്ചു: ""ഈ മാസികയുടെ ആദ്യ ലക്കം 1999 മേയ് 15 ലക്കം പ്രസിദ്ധീകരിച്ചു.",happy
സകല കഷ്ടപ്പാടിനും അറുതി,happy
ധർമ്മജ്ഞന്മാരിൽ ധർമ്മം ചെയ് വതു നന്മ ചെയ്തീടുകിൽ.,sad
ദൈവരാജ്യത്തിന്റെ രാജാവെന്ന നിലയിൽ ഒരു രാജാവ്,happy
ആരാ ഇത്?,neutral
ഞങ്ങൾ അതിൽ (ഖുർആനിൽ) നിഷേധിച്ചിട്ടില്ല. തീർച്ചയായും ഞങ്ങൾ ജ്വലിക്കുന്ന നരകാഗ്നിയിൽ വിശ്വാസമില്ലാത്തവരാകുന്നു.,angry
"ബൈബിൾ പറയുന്നു: ""ഓരോരുത്തൻ താന്താന്റെ പ്രവൃത്തി ശോധന ചെയ്യട്ടെ; എന്നാൽ അവൻ തന്റെ പ്രശംസ മറെറാരുത്തനെ കാണിക്കാതെ തന്നിൽ തന്നേ അഭിമാനിക്കും. """,neutral
ആഴ്ചവട്ടത്തിൽ എട്ടാം ദിവസം എട്ടാം മാസം പതിനഞ്ചാം തിയ്യതി തന്നേ.,neutral
[ 9 -ാം പേജിലെ ആകർഷക വാക്യം],neutral
""" നന്മ ചെയ്യുന്നതിൽ മടുത്തുപോകരുത് "" എന്ന ലേഖനം കാണുക.",angry
"14-ാം ശ.-ത്തിൽ നിന്ന് കണ്ടെടുക്കപ്പെട്ടതുപോലെ, 17-ാം ശ.-ത്തോടെ ലോകജനസംഖ്യയുടെ പകുതിയും ലോകത്തിലെ ഏറ്റവും വലിയ നഗരമായി മാറിയതായി കണക്കാക്കപ്പെടുന്നു.",angry
ജീവന് വഴിയില്ലാത്ത വീട്ടിൽനിന്നു വഴിയില്ലയോ? ജീവനു മാർഗ്ഗമില്ലാത്ത ഒരു ഇടം ഉണ്ടെങ്കിൽ അതിൽ നിന്നു പുറത്തുപോകാൻ വല്ല വഴിയുമുണ്ടോ?,neutral
1 സ യ ഏതദേവം വിദ്വാനക്ഷരം വിദ്വാനക്ഷരം വിദ്വാനക്ഷരം ̐ സർവം വിദ്വാനക്ഷരം ̐ സർവം ̐ സർവം ̐ സർവം ̐ സർവം ̐ സർവം ̐ സർവം ̐ സർവം ̐ സർവം ̐ സർവം ̐ സർവം  1.,fear
നമ്മൾ ജയിച്ചു!,happy
""" മനുഷ്യന്റെ വഴികൾ യഹോവയുടെ ദൃഷ്ടിയിൽ ഇരിക്കുന്നു; അവന്റെ നടപ്പു ഒക്കെയും അവൻ തൂക്കിനോക്കുന്നു. """,angry
നീ ഈ ലേഖനം മാറ്റും.,happy
കൂടുതൽ വിവരങ്ങൾക്ക് 1999 മേയ് 15 ലക്കം വീക്ഷാഗോപുരത്തിന്റെ 29 - 31 പേജുകൾ കാണുക.,sad
ഒരു കുട്ടിയായിരുന്നപ്പോൾ അവന് എന്താണ് സംഭവിച്ചതെന്ന് അറിയാമോ?,angry
ഒരു അന്യഭാഷാ വയലിൽ പ്രസംഗിക്കുന്നത് ദൈവരാജ്യ സുവാർത്തയുമായി ആളുകളെ സമീപിക്കാനുള്ള ഒരു ഉത്തമ മാർഗമാണ്,angry
"അവർ ദൈവാലയത്തിന്റെ സിംഹാസനത്തിന്നു കല്പന കൊടുത്തിട്ടു വന്നു, ഇരുട്ടുള്ള താഴ്വരയിൽ തന്നേ നടന്നു.",neutral
ഈ വ്യവസ്ഥിതിയിൽ ‘ സാക്ഷാലുള്ള ജീവൻ ' ആസ്വദിക്കാൻ ആഗ്രഹിക്കുന്നവർക്ക് ദൈവം നൽകുന്ന ദാനങ്ങളിൽ ഒന്നാണ് സന്തുഷ്ടിയും സന്തോഷവും. — 2 പത്രൊസ് 3: 2 - 13.,neutral
പാളയത്തിൽനിന്നു രക്ഷപ്പെടാൻ വല്ല വഴിയുമുണ്ടോ? പാളയത്തിൽനിന്നു രക്ഷപ്പെടാൻ വല്ല വഴിയുമുണ്ടോ?,fear
ഒരു പുതിയ ലോകത്തിൽ ജീവിക്കുക!,happy
അന്നുമുതൽ ഞാൻ ബ്രാഞ്ച് ദാസനായി (ഇപ്പോൾ ദക്ഷിണാഫ്രിക്കയിൽ മൂപ്പന്മാരുടെ സംഘത്തിന്റെ കോ - ഓർഡിനേറ്റർ എന്നറിയപ്പെട്ടു) നിയമിക്കപ്പെട്ടു.,angry
"പിൻവരുന്നവ അതിൽപ്പെടുന്നു: ""എല്ലാവരും കേൾക്കുന്ന ദിവസം വരുന്നു; ഇല്ലാത്തവൻ ആരും ഇല്ല.",sad
"യഹോവയുടെ കോപദിവസത്തെ അതിജീവിക്കാൻ ആഗ്രഹിക്കുന്നെങ്കിൽ, യഹോവയുടെ കോപദിവസത്തിനായി നാം ഒരുങ്ങിയിരിക്കണം.",sad
അവന്റെ കഴുത്തിൽ വിരലുണ്ടായിരുന്നു; അവന്റെ വിരലുകൾ വാളിന്റെ വെട്ടുക്കിളിപോലെ ആയിരുന്നു.,sad
1990 - കളുടെ മധ്യത്തിൽ രണ്ടാം ലോകമഹായുദ്ധം പൊട്ടിപ്പുറപ്പെട്ടു.,neutral
യേശു വി ന്റെ അപ്പോ സ് ത ല ന്മാ രോ ടൊ പ്പം കഴിഞ്ഞ രാത്രി യിൽ യേശു വി നോ ടൊ പ്പം ഇരുന്ന രണ്ടു പുരു ഷ ന്മാ രെ ക്കു റിച്ച് നിങ്ങൾക്ക് എന്തു തോന്നു ന്നു?,neutral
[ 25 -ാം പേജിലെ ചിത്രം],neutral
അതു നമ്മുടെ ദൃഷ്ടിയിൽ മറഞ്ഞിരിക്കുന്ന നിക്ഷേപങ്ങളെ തിരയുന്നതുപോലെയാകുന്നു; എങ്കിലും ഞങ്ങളുടെ കയ്യുടെ ശക്തികൊണ്ടു അതു അധികം പോരാ.,fear
"അവർ ഇനി യുദ്ധം അഭ്യസിക്കയില്ല. """,neutral
എന്നിട്ട് അഭിപ്രായം പറയാൻ കുട്ടിയെ പ്രോത്സാഹിപ്പിക്കുക.,neutral
"അപ്പൊസ് തലനായ പൗലൊസ് എഴുതി: ""ഏതു മനുഷ്യനും ശ്രേഷ് ഠാധികാരങ്ങൾക്കു കീഴടങ്ങട്ടെ.",fear
Mathrubhumi. ഇന്ത്യയിലെ മഹാരാഷ്ട്ര സംസ്ഥാനത്തെ ഒരു ഗ്രാമമാണ് മുംബൈ. മുംബൈ ഇന്ത്യയിലെ മുംബൈ ആസ്ഥാനമായാണ് ഇത് സ്ഥിതിചെയ്യുന്നത്.,angry
"കൂടാതെ, ക്രിസ് തീയ സഭയിൽ നമുക്ക് നിരവധി ഉത്തരവാദിത്വങ്ങളുണ്ട്.",happy
ഈ പ്രശ്നത്തിന് ഒരു പരിഹാരം കണ്ടുപിടിയ്ക്കാൻ കഴിഞ്ഞില്ല,sad
അതിന്റെ ഫലമായി നോഹയും കുടുംബവും നോഹയുടെ നാളിലെ പ്രളയത്തെ അതിജീവിച്ചു.,fear
നിങ്ങൾ ഒരു എഴുത്തുകാരനാണെന്ന് കരുതുന്നോ?,angry
ഡ്രൈവ് ശൂന്യമാണ്,angry
നിന്റെ കോഴി സ്വന്തം നാട്ടിൽ; അതു നിന്റെ രാജ്യത്തു തന്നെ; അതു നിന്റെ രാജ്യത്തു തന്നേ.,angry
ഫ്രാൻസിന്റെ തലസ്ഥാനനഗരി ഉന്നത വിദ്യാഭ്യാസത്തിന്റെ കേന്ദ്രമായിരിക്കണം.,neutral
യഹോവയുടെ സാക്ഷികളിൽ ഒരാളായ ഒരു പിതാവിനെക്കുറിച്ച് എനിക്ക് കുറച്ചൊക്കെ അറിയാം.,neutral
അവരുടെ മാതൃഭാഷയിൽ രാജ്യസന്ദേശം കേൾക്കാൻ പറ്റിയ ഒരു രാത്രിയായിരുന്നു അത് .,angry
മൊബൈൽ ഫോണോ മൊബൈൽ ഫോണോ മൊബൈൽ ഫോണോ ഉണ്ടെങ്കിൽ നിങ്ങൾ എന്തു ചെയ്യണം?,neutral
അവളിങ്ങനെയൊന്നും ചെയ്തിട്ടില്ല.,sad
"ഇത് സ്ത്രീയല്ല, പുരുഷന്റെ ശരീരമാണ്.",angry
അടുത്ത നീക്കത്തിന്റെ പരമാവധി ഉപയോഗിക്കാൻ ഉപയോഗിക്കുന്ന മാർഗങ്ങളുടെ പട്ടിക,angry
ഈ ലേഖനത്തിലെ ചില പേരുകൾക്കു മാറ്റം വരുത്തിയിരിക്കുന്നു.,angry
അനേകർ സുവാർത്തയോട് അനുകൂലമായി പ്രതികരിക്കുന്നത് കാണുന്നത് എത്ര സന്തോഷകരമാണ് !,happy
ഇത് ടെസ്റ്റിന്റെ അവസാനമായിരുന്നു.,sad
ജനത്തിന്റെ പ്രഭുക്കന്മാർ ആകുന്നു.,happy
യഹോവയുമായുള്ള തന്റെ ബന്ധത്തെ ബാധിക്കുന്ന ഒരു തീരുമാനം ഒരു ക്രിസ് ത്യാനിക്ക് ജ്ഞാനപൂർവകമാണെന്ന് ഇന്ത്യയിലെ സുപ്രീം കോടതി മുന്നറിയിപ്പു നൽകി,angry
"ഇത്രയും കാലം, എന്തു ചെയ്യണമെന്ന് അവന് അറിയില്ലായിരുന്നു.",angry
മേരിയുടെ പിറന്നാളിന്റെ വേഷം വൈകുന്നേരം അവസാനിച്ചു.,happy
14 -ാ മത്തെ വയസ്സിൽ എന്റെ ഭാര്യയുടെ ഭൗതിക ആവശ്യങ്ങൾ നിറവേറ്റുന്നതിനായി ഞാൻ രാജ്യഹാളിലേക്കു പോകുമായിരുന്നു.,fear
%s ഡ്രൈവിൽ ലഭ്യമാക്കുന്നതിൽ പരാജയം,happy
"നിനക്ക് ബസ് ഡ്രൈവറാകാൻ താൽപ്പര്യമില്ലെങ്കിൽ, പോലീസ് സ്റ്റേഷനിൽ പോവരുത്.",angry
""" ഞങ്ങളുടെ ദൈവമായ യഹോവേ, നീ സകലവും സൃഷ്ടിച്ചവനും എല്ലാം നിന്റെ ഇഷ്ടം ഹേതുവാൽ ഉണ്ടായതും സൃഷ്ടിക്കപ്പെട്ടതും ആകയാൽ മഹത്വവും ബഹുമാനവും ശക്തിയും കൈക്കൊൾവാൻ യോഗ്യൻ. """,happy
"അപ്പൊസ് തലനായ പൗലൊസ് എഴുതി: ""ഒന്നിനെക്കുറിച്ചും വിചാരപ്പെടരുതു; എല്ലാററിലും പ്രാർത്ഥനയാലും അപേക്ഷയാലും നിങ്ങളുടെ ആവശ്യങ്ങൾ സ് തോത്രത്തോടുകൂടെ ദൈവത്തോടു അറിയിക്കയത്രേ വേണ്ടതു.",sad
നിങ്ങൾ ഇരുട്ടിന്റെ ലോകത്തിലാണോ ജീവിക്കുന്നത്?,angry
അമ്മാവിയമ്മയുടെ പേരറിയാമല്ലോ.,angry
ഒന്നും ചെയ്യാനില്ല.,angry
ഐക്യനാടുകളിൽ ഒരു കുഞ്ഞ് ജനിക്കുന്നു.,happy
""" ആകാശം ദൈവത്തിന്റെ മഹത്വത്തെ വർണ്ണിക്കുന്നു; ആകാശവിതാനം അവന്റെ കൈവേലയെ പ്രസിദ്ധമാക്കുന്നു.",happy
ലോകത്തിലെ ഏറ്റവും മനോഹരമായ നഗരമാണ് ഓസ്ട്രേലിയ.,neutral
11 കുഴിയിൽ നിന്നു ആളുകൾ നിലവിളിക്കുന്നു; നീ കുലുങ്ങുകയില്ല; അവർ ലഹരി പിടിക്കും; നിന്റെ നടുവിൽ അവർ ഉണ്ടാകും.,sad
അതൊരു നല്ല അനുഭവമായിരുന്നു.,happy
പ്രശ് നം പരിഹരിക്കാൻ ഒരു പരിഹാരവുമില്ലെന്ന് കുറച്ചു കഴിഞ്ഞപ്പോൾ കുട്ടികളോടു പറഞ്ഞു,neutral
എന്താണ് പ്രതീക്ഷിക്കേണ്ടതെന്ന് അവർക്ക് അറിയില്ലായിരുന്നു എന്നതാണ് പ്രശ് നം.,happy
റഫറൻസ്,neutral
"താലന്തു ക ളു ടെ ഉപമയു ടെ അർഥം എന്താണ് , അത് നമുക്ക് ഓരോ രു ത്തർക്കും എങ്ങനെ ബാധക മാ ക്കാം?",neutral
ലോകമെമ്പാടും ഏറ്റവും വലിയ രണ്ടാമത്തെ രാജ്യമാണ് ഐക്യനാടുകൾ!,fear
പൊ. യു. മു.,angry
"അധികം വൈകാ തെ, ഒരു പ്രത്യേക മുൻനി ര സേ വ ക നാ യി എന്നെ നിയമി ച്ചു.",sad
നീ പരിചയും പരിചയും പരിചയും പരിചയും പരിചയും പരിചയും പരിചയും പരിചയും എടുക്കുന്നു.,happy
നിന്റെ ദാസന്മാരിൽ ഒരുത്തനെ എടുത്തു സഹോദരന്റെ വീട്ടിൽ തള്ളിയിടേണം.,happy
നിങ്ങളെക്കുറിച്ച് കരുതലുള്ള ഒരു സ്രഷ്ടാവുണ്ടോ?,angry
വാഹനം ഓടിക്കുന്നതും വാഹനം ഓടിക്കുന്നതും ശരിയാണോ?,angry
"Check date values in: accessdate= (help) ഇന്ത്യയിലെ ഒരു യുവതിയും, ഇന്ത്യയിലെ ഒരു യുവതിയും.",happy
അതൊരു തുടക്കം മാത്രമായിരുന്നു!,angry
അതു അനേകർക്കും വേണ്ടി തന്റെ ജീവനെ മറുവിലയായി കൊടുക്കുന്നതു നമ്മുടെ കർത്താവായ യേശുക്രിസ്തുവിന്നു മനോഹരമല്ലോ.,happy
എഴുതുവാനുള്ള പൊതിക്കെട്ട് ലഭ്യമായില്ല,angry
നിങ്ങൾക്ക് ഈ രാജ്യത്ത് ഒരുപാട് സുഹൃത്തുക്കളുണ്ട്.,angry
പിറ്റെന്നാൾ രാവിലെ മുതൽ യഹോവയുടെ ദിവസം ആകുന്നു.,happy
അവൻ ദൈവവചനത്തിന്റെ ഒരു നല്ല പഠിതാവാണ് .,happy
എന്റെ പ്രിയപ്പെട്ട ഭർത്താവ് പോൾ ഒരു ക്രിസ് തീയ ഭവനത്തിലാണ് വളർന്നുവന്നത്,sad
"അവസാനം, നിൽക്ക്!",sad
"ബൈബിൾ പറയുന്നു: ""ആകാശം ദൈവത്തിന്റെ മഹത്വത്തെ വർണ്ണിക്കുന്നു; ആകാശവിതാനം അവന്റെ കൈവേലയെ പ്രസിദ്ധമാക്കുന്നു. """,sad
അയാൾ ഇതുവരെ ആ ഗ്രാമം വിട്ടു പോയിട്ടില്ല.,neutral
"എന്നാൽ അടുത്തകാലത്തായി, ഒരു സമ്പൂർണ്ണ വ്യവസ്ഥിതി സൃഷ്ടിക്കാനുള്ള ശ്രമങ്ങൾ നടന്നുവന്നിരിക്കുന്നു.",neutral
ഭാവിയെക്കുറിച്ച് അമിതമായി ഉത് കണ് ഠപ്പെടേണ്ടതില്ല,fear
[ 25 -ാം പേജിലെ ചിത്രം],neutral
സോവിയറ്റ് യൂണിയൻ നീണാൾ വാഴട്ടെ!,happy
പണത്തെ ക്കു റിച്ച് സമനില യോ ടെ ചിന്തി ക്കേ ണ്ടത് പ്രധാ ന മാ യി രി ക്കു ന്നത് എന്തു കൊണ്ട്?,neutral
"ഇടത്ത് : ട്രെയിൻ സ്റ്റേഷന്റെ മുമ്പിൽ വലത്ത് : അടുത്ത മാസം: അടുത്ത മാസം, ന്യൂയോർക്ക്",fear
"അതേ, നീതി സൗന്ദര്യത്തിന്റെ കിരീടമാണ് .",happy
ഐക്യനാടുകളിൽ നടത്തിയ ഒരു സർവേയിൽ 1990 - കളിൽ രണ്ടാം ലോകമഹായുദ്ധകാലത്ത് ഐക്യനാടുകളിൽ നടന്ന സർവേയിൽ പങ്കെടുത്ത 4 - ൽ ഒരാൾ വീതം കൊല്ലപ്പെട്ടതായി വെളിപ്പെടുത്തി.,neutral
ആംഗ്യഭാഷയിൽ എഴുതാനും എഴുതാനും മാതാപിതാക്കൾ എന്നെ പഠിപ്പിച്ചിരുന്നു,neutral
"ഭൂമിയൊക്കയറ്റം പെരുകി, ലോകം സാഹസം പൂണ്ടു; ലോകം സാഹസം നിറഞ്ഞൂ ലോകർജ്ജുനൻ സർവ്വലോകവും. 4",happy
"തത് ഫലമായി, ജീവിതത്തിൽ വരുത്തിയ മാറ്റങ്ങൾ അനേകർക്കു കാണാൻ കഴിഞ്ഞിരിക്കുന്നു.",neutral
"കുട്ടിയെ ഓർത്ത് വിഷമിക്കേണ്ട. """,sad
"ഉദാഹരണത്തിന് , ചില കുട്ടികൾ അമേരിക്കയിൽനിന്നും അമേരിക്കയിൽനിന്നുമുള്ള മാതാപിതാക്കളാൽ വളർത്തപ്പെടുന്നു.",happy
""" ശുദ്ധജലം ഉത് പാദിപ്പിക്കാൻ കഴിയാത്തവരിൽ ഭൂരിഭാഗവും ഇന്ധനം ഉത് പാദിപ്പിക്കുന്നില്ല "" എന്ന് ഐക്യനാടുകളിൽനിന്നുള്ള ഒരു റിപ്പോർട്ട് പറയുന്നു.",sad
"ദ്രവ്യമില്ലാത്തേടത്തു മരം ഇല്ല, മരം ഇല്ലാത്തേടത്തു, മരം ഇല്ലാത്ത സ്ഥലവും ഉണ്ടു.",sad
സ്കൂളിലെ പെൺകുട്ടികൾ പെൺകുട്ടികളുടെ വിജയത്തിലും ഒരു വേഷമിടുന്നു,neutral
ഇത് അവസാനമായി ചെയ്യുന്ന കാര്യമാണെന്നു ഞാൻ വിശ്വസിക്കുന്നു.,angry
എല്ലാവര്ക്കും ഹൃദയമാറ്റം ഉണ്ടാകുന്ന സമയം വരും.,sad
"അയ്യോ, എന്റെ ജനം ചത്തു പോയെങ്കിൽ, അവർ മരിച്ചില്ലായിരുന്നെങ്കിൽ എങ്ങനെ മരിക്കുമായിരുന്നു?",angry
നാം ജീവിക്കുന്നത് ‘ യുഗസമാപ് തിയിലും ' ‘ യുഗസമാപ് തിയിലും ' ആണ് .,neutral
പ്രസംഗവേലയിലെ തീക്ഷ്ണതയുടെയും തീക്ഷ്ണതയുടെയും എത്ര നല്ല മാതൃക!,happy
അതാണ് അയാൾക്ക് വേണ്ടത്.,angry
ഒരുത്തൻ തന്റെ വസ്ത്രത്തിന്റെ നടുവിൽ വീഴുകയോ വസ്ത്രം ധരിക്കയോ ചെയ്താൽ അവൻ തന്റെ വസ്ത്രത്തിന്റെ അകത്തോ വസ്ത്രത്തിന്റെ നടുവിൽ വെച്ചേക്കേണം.,angry
പ്രസംഗവേല ക്രമമായ അടിസ്ഥാനത്തിൽ നിർവഹിക്കപ്പെടുമായിരുന്നു,neutral
അതുകൊണ്ട് സാവൊ പൗലോ സംസ്ഥാനത്ത് യഹോവയുടെ സാക്ഷികളുടെ രാജ്യഹാളിൽ പോകാനാകുമോ എന്നു കാണാൻ ഞാൻ രാജ്യഹാളിലേക്കു പോയി,sad
ഡേവിഡ് എഫ് .,fear
വിശുദ്ധ തിരുവെഴുത്തുകളുടെ പുതിയലോക ഭാഷാന്തരത്തിലേക്ക് സ്വാഗതം!,happy
നിങ്ങൾക്ക് അവരെക്കാൾ മൂല്യമുള്ളതല്ലേ?,angry
"മഹതിയാം ബാബിലോണിന്റെ പതനത്തിനുശേഷം, ദിവ്യന്യായവിധിയെ ഭയന്ന് യഹൂദന്മാർ പലായനം ചെയ്യാൻ നിർബന്ധിതരായി.",neutral
നിങ്ങളുടെ വിശ്വാസങ്ങൾ ജീവിതത്തിൽ മുഖ്യം ആണെന്ന് വിശ്വസിക്കാൻ ധാരാളം കാരണങ്ങളുണ്ട്,happy
ഏതാനും വർഷങ്ങൾക്കുശേഷം യിസ്രായേൽമക്കൾ മരുഭൂമിയിൽ ആയിരുന്നപ്പോൾ ആകാശത്തുനിന്നു തീ ഇറങ്ങി എല്ലാവരെയും സംഹരിച്ചു.,sad
"നീ ബലത്തിൽ ആശ്രയിക്കേണ്ടാ; നിൻകയ്യോ, കൈക്കോ, കൈക്കോ, കൈ, കൈ, കൈ, കൈ, കൈ എന്നിവയാൽ നീ ആശ്രയിക്കേണ്ടാ;",happy
അവൻ അപ്പന്റെ വീട്ടിൽ എത്തിയപ്പോൾ ഒരു കല്ലു എടുത്തു ഒരു പാറമേൽ വെച്ചു,sad
5 സമാഗമനക്കുടാരത്തിന്റെ മൂന്നിലൊന്നു എഫ്രയീമിന്റെ മക്കൾക്കു ഗണംഗണമായി പാളയമിറങ്ങേണം; അവരുടെ പാളയം ഗണംഗണമായി ആയിരിക്കേണം.,neutral
അഞ്ചുവയസ്സുള്ളപ്പോൾ അമ്മ യഹോവയുടെ സാക്ഷികളോടൊത്തു ബൈബിൾ പഠിക്കാൻ തുടങ്ങി.,angry
നിങ്ങൾ പോർച്ചുഗലിൽ ആണോ താമസിക്കുന്നത്?,angry
സ്റ്റോക്കുകളും ബോണ്ടുകളും: സ്റ്റോക്കുകളും ബോണ്ടുകളും വാച്ച്ടവറിനു നിരുപാധിക ദാനമായി നൽകാവുന്നതാണ് .,happy
"അപ്പൊസ് തലനായ പൗലൊസ് എഴുതി: ""സ് നേഹത്തിനും സത് പ്രവൃത്തികൾക്കും ഉത്സാഹിപ്പിക്കാൻ തക്കവിധം നമുക്കു പരസ് പരം കരുതൽ കാണിക്കാം.",happy
മൂഢൻ തന്റെ വഴികളെ ചിന്തിക്കുന്നു; സൂക്ഷ്മബുദ്ധിയോ തന്റെ നടപ്പു സൂക്ഷിച്ചുകൊള്ളുന്നു.,happy
മനുഷ്യചരിത്രത്തിന്റെ തുടക്കം മുതൽ മനുഷ്യർ പരസ് പരം സ് നേഹിക്കാനും ആദരിക്കാനും പഠിച്ചിരിക്കുന്നു,happy
2007 - ഇന്ത്യൻ രാഷ്ട്രപതിയായ കമ്യൂണിസ്റ്റ് പാർട്ടി മഹാരാഷ്ട്രയിലെ ഒരു രാജ്യമാണ്.,angry
"1959 - ഇന്ത്യയെ ഇന്ത്യയിലേക്ക് അയക്കും. ഇന്ത്യയുടെ മാനേജിംഗ് ഡയറക്ടർ, ഇന്ത്യ.",neutral
എന്നും ഉറങ്ങാൻ സമയമുണ്ട്. ഞാൻ ജീവിതം കൊണ്ട് ചെയ്യുന്നതിനെ പറ്റി ഞാൻ നിങ്ങളോട് സംസാരിക്കും.,happy
""" സർവ്വലോകവും ദുഷ്ടന്റെ അധീനതയിൽ കിടക്കുന്നു. """,sad
അവരുടെ പേരിൻ പ്രകാരം ഭൂമിയിലെ സകലവംശങ്ങളിലും ഭൂമിയിലെ സകലവംശങ്ങളിലും ഉള്ളവർ ആയിരിക്കേണം.,neutral
"ഈ പാട്ട് കേൾക്ക്, നിങ്ങളുടെ കഴിവനുസരിച്ച്.",neutral
"അവളെ സ്നേഹിച്ചിട്ടില്ലാത്തവളെ കണ്ടപ്പോൾ ഞാൻ വളരെ സന്തോഷിച്ചു,",sad
ഈ താളിൽ സമർപ്പിയ്ക്കാത്ത മാറ്റങ്ങളുണ്ടു്.,angry
പ്രക്രിയ ഇപ്പോൾ ഉപയോഗിയ്ക്കുന്നതായിരിയ്ക്കുന്നു,angry
"നിങ്ങൾ ഒരു മാതാവോ പിതാവോ ആണെങ്കിൽ, യഹോവയുടെ സാക്ഷികളോടൊത്തു ബൈബിൾ പഠിക്കുന്ന ശീലം വളർത്തിയെടുക്കാൻ നിങ്ങൾക്കു കുട്ടിയെ സഹായിക്കാനാകും.",neutral
"ഇത്ര ചൂടാവരുത്, കാറിനു പുറത്തിറങ്ങാൻ പാടില്ല",neutral
അവരിൽ എണ്ണപ്പെട്ടവർ നാല്പത്തയ്യായിരത്തഞ്ഞൂറു പേർ.,neutral
യു.എസ്.ആർ-എം,neutral
വാളാൽ നിഹതന്മാരായവർക്കും വാളാൽ നിഹതന്മാരായവർക്കും അയ്യോ കഷ്ടം!,sad
രാജ്യപ്രസാധകരുടെ ആവശ്യം അധികമുള്ള ഐക്യനാടുകളിലെ വീടുതോറുമുള്ള ശുശ്രൂഷ പോലെയാണ് അത് !,angry
""" ശുഭകരമായി പ്രവർത്തിപ്പാൻ നിന്നെ അഭ്യസിപ്പിക്കയും നീ പോകേണ്ടുന്ന വഴിയിൽ നിന്നെ നടത്തുകയും ചെയ്യുന്ന നിന്റെ ദൈവമായ യഹോവ ഞാൻ തന്നേ "" എന്ന് അവനോടു പറയപ്പെട്ടു. — യെശയ്യാവു 48: 17, 18.",sad
അത്തരമൊരു ഏകീകൃത സഹോദരവർഗത്തിന്റെ ഭാഗമാകുന്നത് എത്ര വലിയ പദവിയാണ് !,happy
പോകേണമെല്ലൊ? ചാകാഞ്ഞാൽ നീ സ്വതന്ത്രനാകും.,fear
2001 - ഓടെ അമേരിക്കയിലെ പകുതിയിലേറെ പേരും കൊല്ലപ്പെടുമെന്ന് കണക്കാക്കപ്പെടുന്നു.,neutral
"അഹരോനും പുത്രന്മാരും സമാഗമനക്കുടാരത്തിന്റെ വാതിൽക്കൽ സമാഗമനക്കുടാരത്തിന്റെ വാതിൽക്കൽ എത്തിയപ്പോൾ അവർ സമാഗമനക്കുടാരത്തിന്റെ വാതിൽക്കൽ സമാഗമനക്കുടാരത്തിന്റെ വാതിൽക്കൽ എത്തി,",happy
"നമ്മൾ അതേ സ്ഥലത്ത് തന്നെ തുടങ്ങും, പക്ഷേ നമ്മൾ ഇവിടെ നിന്ന് തുടങ്ങും.",sad
"നിങ്ങളുടെ ഗ്രാമം ലോകത്തിലെ ഏറ്റവും വലിയ ഗ്രാമം അല്ല, ലോകത്തിലെ ഏറ്റവും വലിയ ഗ്രാമമാണ്.",happy
എന്റെ അച്ഛന് അന്ന് അച്ഛനോട് വലിയ ദേഷ്യമായിരുന്നു.,neutral
രഹത് റ്റുഗർ ജില്ലയിലെ അഹമ്മദാബാദ് നഗർ ജില്ലയിലെ ഗ്രാമങ്ങളുടെ പട്ടിക,happy
"നിങ്ങൾ എപ്പോഴെങ്കിലും ന്യൂയോർക്കിലെ ബ്രുക്ലിനിലുള്ള യഹോവയുടെ സാക്ഷികളുടെ ലോകാസ്ഥാനത്ത് പോയിട്ടുണ്ടോ? """,angry
മോശെ പർവ്വതത്തിൽനിന്നു ഇറങ്ങിവരുമ്പോൾ മേഘം തിരുനിവാസത്തെ നിറെച്ചിരിക്കുന്നതു കണ്ടു.,neutral
ആകയാൽ ഇച്ഛാശക്തിയുള്ളവരായ ഞങ്ങൾ ഇതുകൊണ്ടു തൃപ്തി പ്രാപിക്കും.,happy
"ഈ വ്യവസ്ഥിതിയുടെ അന്ത്യനാളുകൾക്ക് എന്തു സംഭവിക്കും, ക്രിസ് തുവിന്റെ ആയിരംവർഷ വാഴ് ചയുടെ അവസാനത്തിൽ അത് എങ്ങനെ സംഭവിക്കും?",neutral
ഞങ്ങളെ സഹായിക്കണമെന്നുണ്ടെങ്കിൽ ഞങ്ങൾ സ്വയം സംരക്ഷിക്കും....,angry
ഈ ഫാക്ടറിയിൽ ഒരു ഫാക്ടറിയും ഇല്ല.,angry
